time_sec,left_goal_deg,left_actual_deg,left_error_deg,left_velocity_raw,left_current_raw,right_goal_deg,right_actual_deg,right_error_deg,right_velocity_raw,right_current_raw
104.7797,193.975,200.918,-6.943,-3,-13,166.025,159.258,6.768,0,13
104.8719,188.525,199.863,-11.338,-14,-17,171.475,159.961,11.514,10,18
104.9800,181.318,195.645,-14.326,-33,-18,178.682,164.355,14.326,36,19
105.0699,175.254,190.723,-15.469,-41,-18,184.746,169.277,15.469,42,19
105.1591,169.541,185.098,-15.557,-48,-18,190.459,174.814,15.645,48,20
105.2490,164.531,178.945,-14.414,-49,-18,195.469,181.143,14.326,53,18
105.3379,160.840,173.057,-12.217,-47,-19,199.160,187.295,11.865,49,17
105.4269,158.643,167.959,-9.316,-40,-17,201.357,192.480,8.877,42,16
105.5271,158.115,163.037,-4.922,-33,-15,201.885,197.314,4.570,32,14
105.6144,159.434,160.137,-0.703,-21,-15,200.566,199.951,0.615,19,15
105.7013,162.334,158.906,3.428,-6,-13,197.666,201.182,-3.516,7,13
105.7890,166.553,158.906,7.646,2,15,193.447,201.094,-7.646,-2,-15
105.8760,171.738,159.873,11.865,15,17,188.262,199.600,-11.338,-17,-17
105.9737,178.242,164.092,14.150,35,17,181.758,195.557,-13.799,-33,-19
106.0641,184.395,168.838,15.557,41,19,175.605,190.635,-15.029,-42,-19
106.1540,190.195,174.551,15.645,49,19,169.805,185.010,-15.205,-47,-18
106.2421,195.117,180.439,14.678,52,18,164.883,179.121,-14.238,-47,-20
106.3298,198.896,186.416,12.480,49,16,161.104,173.320,-12.217,-48,-18
106.4169,201.182,191.689,9.492,43,16,158.818,168.223,-9.404,-42,-17
106.5055,201.885,196.172,5.713,35,15,158.115,163.740,-5.625,-34,-16
106.5930,201.006,199.248,1.758,22,14,158.994,160.664,-1.670,-21,-15
106.6787,198.545,200.742,-2.197,10,12,161.455,159.258,2.197,-7,-14
106.7654,194.766,200.918,-6.152,-1,-13,165.234,159.170,6.064,0,12
106.8521,189.844,200.215,-10.371,-9,-16,170.156,159.609,10.547,5,18
106.9381,184.219,197.490,-13.271,-26,-19,175.781,162.246,13.535,28,19
107.0245,178.330,193.359,-15.029,-37,-19,181.670,166.729,14.941,39,18
107.1119,172.441,188.086,-15.645,-44,-19,187.559,171.826,15.732,45,19
107.1993,167.168,182.285,-15.117,-50,-18,192.832,177.539,15.293,49,20
107.2857,162.861,176.396,-13.535,-48,-18,197.139,183.867,13.271,54,18
107.4066,158.994,169.014,-10.020,-41,-16,201.006,191.426,9.580,43,16
107.4960,158.115,164.707,-6.592,-33,-15,201.885,195.732,6.152,32,16
107.5833,158.818,161.191,-2.373,-26,-15,201.182,198.984,2.197,24,15
107.6715,161.191,159.258,1.934,-12,-14,198.809,200.830,-2.021,13,13
107.7571,164.883,158.994,5.889,0,13,195.117,201.094,-5.977,0,-14
107.8467,169.893,159.346,10.547,7,16,190.107,200.303,-10.195,-10,-17
107.9410,175.957,162.510,13.447,31,17,184.043,197.227,-13.184,-28,-17
108.0381,182.549,167.256,15.293,36,18,177.451,192.217,-14.766,-39,-19
108.1332,188.877,173.057,15.820,48,19,171.123,186.240,-15.117,-48,-18
108.2290,194.414,179.385,15.029,51,18,165.586,180.000,-14.414,-47,-19
108.3209,198.545,185.801,12.744,51,17,161.455,173.848,-12.393,-47,-18
108.4189,201.182,191.777,9.404,43,17,158.818,168.135,-9.316,-41,-17
108.5095,201.885,196.348,5.537,34,16,158.115,163.564,-5.449,-34,-16
108.6051,200.742,199.512,1.230,21,14,159.258,160.400,-1.143,-19,-15
108.7127,197.227,201.006,-3.779,7,12,162.773,159.346,3.428,-1,-14
108.8155,191.953,200.742,-8.789,-2,-17,168.047,159.346,8.701,2,17
108.9246,185.098,198.105,-13.008,-24,-18,174.902,161.543,13.359,26,18
109.0144,179.033,193.975,-14.941,-36,-19,180.967,166.113,14.854,39,18
109.1018,173.145,188.789,-15.645,-43,-19,186.855,171.211,15.645,46,20
109.1896,167.695,182.900,-15.205,-49,-18,192.305,176.836,15.469,48,20
109.2784,163.213,176.924,-13.711,-48,-18,196.787,183.252,13.535,53,17
109.3667,159.961,171.299,-11.338,-44,-17,200.039,189.053,10.986,48,16
109.4567,158.291,166.465,-8.174,-36,-16,201.709,193.975,7.734,39,16
109.5464,158.291,162.334,-4.043,-30,-14,201.709,198.018,3.691,30,15
109.6355,160.049,159.697,0.352,-16,-14,199.951,200.391,-0.439,17,12
109.7241,163.301,158.906,4.395,-4,0,196.699,201.182,-4.482,3,-9
109.8141,167.959,158.994,8.965,1,16,192.041,200.830,-8.789,-5,-16
109.9016,173.320,160.752,12.568,23,17,186.680,198.721,-12.041,-22,-17
109.9958,179.736,165.234,14.502,36,16,180.264,194.414,-14.150,-35,-18
110.0865,185.889,170.156,15.732,43,20,174.111,189.316,-15.205,-43,-19
110.1903,192.305,176.836,15.469,46,19,167.695,182.549,-14.854,-49,-18
110.2837,197.051,183.252,13.799,51,18,162.949,176.484,-13.535,-47,-19
110.3752,200.303,189.229,11.074,46,16,159.697,170.684,-10.986,-44,-17
110.4663,201.797,194.326,7.471,39,15,158.203,165.674,-7.471,-36,-17
110.5567,201.621,198.105,3.516,28,15,158.379,161.719,-3.340,-27,-15
110.6625,199.160,200.566,-1.406,14,12,160.840,159.434,1.406,-10,-14
110.7625,194.854,201.006,-6.152,1,-13,165.146,159.082,6.064,0,13
110.8792,188.086,199.600,-11.514,-15,-17,171.914,160.137,11.777,14,19
110.9758,181.582,196.084,-14.502,-29,-19,178.418,163.916,14.502,33,20
111.0793,174.639,190.283,-15.645,-43,-19,185.361,169.717,15.645,45,20
111.1743,168.574,183.955,-15.381,-49,-19,191.426,175.957,15.469,50,20
111.2643,163.828,177.803,-13.975,-48,-18,196.172,182.373,13.799,53,17
111.3531,160.400,172.090,-11.689,-46,-17,199.600,188.262,11.338,48,16
111.4436,158.379,167.080,-8.701,-38,-17,201.621,193.447,8.174,40,16
111.5315,158.203,162.949,-4.746,-31,-15,201.797,197.402,4.395,31,15
111.6326,159.961,159.697,0.264,-17,-13,200.039,200.303,-0.264,18,13
111.7202,163.125,158.994,4.131,-2,-13,196.875,201.182,-4.307,4,-8
111.8098,167.695,158.994,8.701,1,16,192.305,200.830,-8.525,-4,-16
111.8965,173.057,160.664,12.393,22,17,186.943,198.896,-11.953,-20,-18
111.9843,178.945,164.707,14.238,35,17,181.055,195.029,-13.975,-34,-17
112.0731,184.922,169.453,15.469,41,19,175.078,190.107,-15.029,-43,-19
112.1651,190.811,175.342,15.469,49,18,169.189,184.307,-15.117,-46,-19
112.2542,195.732,181.230,14.502,51,18,164.268,178.242,-13.975,-48,-18
112.3426,199.336,187.119,12.217,48,17,160.664,172.617,-11.953,-48,-18
112.4323,201.445,192.568,8.877,42,16,158.555,167.344,-8.789,-40,-17
112.5238,201.885,196.875,5.010,32,15,158.115,162.949,-4.834,-32,-16
112.6148,200.479,199.688,0.791,20,14,159.521,160.137,-0.615,-18,-15
112.7029,197.578,201.006,-3.428,8,12,162.422,159.258,3.164,-3,-13
112.7912,193.359,200.830,-7.471,-3,-14,166.641,159.258,7.383,0,15
112.8814,187.998,199.424,-11.426,-16,-17,172.002,160.225,11.777,15,19
112.9802,181.318,195.557,-14.238,-32,-18,178.682,164.355,14.326,35,19
113.0796,174.639,190.020,-15.381,-42,-19,185.361,169.893,15.469,43,19
113.1792,168.311,183.516,-15.205,-48,-18,191.689,176.309,15.381,49,20
113.2790,163.125,176.836,-13.711,-48,-18,196.875,183.340,13.535,52,17
113.3701,159.873,171.035,-11.162,-44,-18,200.127,189.316,10.811,47,16
113.4613,158.203,166.201,-7.998,-35,-16,201.797,194.238,7.559,38,15
113.5510,158.379,162.070,-3.691,-30,-14,201.621,198.193,3.428,29,13
113.6409,160.225,159.609,0.615,-16,-13,199.775,200.479,-0.703,16,13
113.7300,163.564,158.906,4.658,-2,11,196.436,201.182,-4.746,2,-14
113.8186,168.223,158.994,9.229,1,18,191.777,200.742,-8.965,-5,-17
113.9564,177.012,163.301,13.711,33,16,182.988,196.436,-13.447,-30,-17
114.0960,186.504,169.893,16.611,41,19,173.496,189.580,-16.084,-41,-18
114.2434,195.205,179.385,15.820,52,18,164.795,180.000,-15.205,-51,-17
114.4232,201.270,191.074,10.195,45,14,158.730,168.838,-10.107,-44,-14
114.5888,201.094,197.754,3.340,28,16,158.906,162.158,-3.252,-27,-16
114.6972,197.842,200.654,-2.812,14,12,162.158,159.434,2.725,-11,-14
114.7927,193.271,200.918,-7.646,1,-14,166.729,159.346,7.383,0,14
114.8820,187.910,199.512,-11.602,-16,-16,172.090,160.137,11.953,14,18
115.0609,175.869,191.514,-15.645,-37,-15,184.131,168.486,15.645,37,15
115.1658,169.102,187.119,-18.018,-31,-24,190.898,172.705,18.193,32,26
115.2615,163.916,179.561,-15.645,-64,-19,196.084,180.439,15.645,69,20
115.3548,160.312,172.002,-11.689,-54,-17,199.688,188.350,11.338,57,16
115.4516,158.291,166.465,-8.174,-36,-16,201.709,194.062,7.646,39,15
115.5556,158.379,161.807,-3.428,-29,-14,201.621,198.457,3.164,28,14
115.6532,160.576,159.434,1.143,-13,-13,199.424,200.742,-1.318,14,13
115.7441,164.180,158.994,5.186,-1,12,195.820,201.270,-5.449,2,-13
115.8408,169.541,159.170,10.371,3,17,190.459,200.391,-9.932,-10,-17
115.9328,175.430,162.158,13.271,30,17,184.570,197.490,-12.920,-27,-18
116.0251,181.670,166.729,14.941,38,18,178.330,192.920,-14.590,-37,-18
116.1176,187.910,172.178,15.732,46,19,172.090,187.295,-15.205,-45,-18
116.2183,193.887,178.770,15.117,48,18,166.113,180.703,-14.590,-49,-18
116.3186,198.457,185.625,12.832,50,16,161.543,174.111,-12.568,-46,-19
116.4106,201.094,191.426,9.668,44,17,158.906,168.574,-9.668,-43,-17
116.5010,201.885,196.084,5.801,35,15,158.115,163.916,-5.801,-36,-16
116.5933,201.006,199.248,1.758,22,14,158.994,160.752,-1.758,-21,-15
116.6843,198.369,200.830,-2.461,9,13,161.631,159.346,2.285,-6,-14
116.7768,194.150,200.918,-6.768,-1,-14,165.850,159.258,6.592,0,13
116.8690,188.789,199.863,-11.074,-13,-17,171.211,159.873,11.338,9,19
116.9640,182.461,196.436,-13.975,-30,-18,177.539,163.477,14.062,33,19
117.0573,176.133,191.426,-15.293,-41,-18,183.867,168.486,15.381,41,19
117.1494,170.068,185.625,-15.557,-47,-19,189.932,174.287,15.645,47,20
117.2393,165.059,179.561,-14.502,-49,-18,194.941,180.615,14.326,53,18
117.3320,161.104,173.408,-12.305,-47,-18,198.896,186.943,11.953,49,16
117.4250,158.643,167.959,-9.316,-40,-16,201.357,192.393,8.965,41,16
117.5165,158.115,163.652,-5.537,-33,-15,201.885,196.699,5.186,33,15
117.6084,159.346,160.312,-0.967,-22,-14,200.654,199.863,0.791,21,13
117.7000,162.246,158.994,3.252,-6,-12,197.754,201.182,-3.428,7,12
117.7917,166.641,158.994,7.646,1,14,193.359,201.094,-7.734,-2,-16
117.8844,172.266,160.225,12.041,18,17,187.734,199.336,-11.602,-18,-17
117.9750,178.330,164.180,14.150,35,17,181.670,195.557,-13.887,-33,-18
118.0668,184.570,169.014,15.557,41,19,175.430,190.459,-15.029,-43,-19
118.1761,191.514,176.045,15.469,49,19,168.486,183.604,-15.117,-46,-18
118.2751,196.699,182.549,14.150,50,18,163.301,177.012,-13.711,-48,-19
118.3755,200.303,189.141,11.162,48,16,159.697,170.771,-11.074,-44,-18
118.4753,201.885,194.854,7.031,38,16,158.115,165.322,-7.207,-36,-17
118.5755,201.357,198.721,2.637,25,14,158.643,161.191,-2.549,-24,-16
118.6723,198.809,200.742,-1.934,11,13,161.191,159.346,1.846,-8,-15
118.7819,193.887,200.918,-7.031,-2,-14,166.113,159.258,6.855,1,14
118.8898,187.383,199.336,-11.953,-16,-17,172.617,160.225,12.393,15,19
118.9943,180.352,195.117,-14.766,-34,-18,179.648,164.795,14.854,37,19
119.0917,173.760,189.404,-15.645,-43,-19,186.240,170.596,15.645,45,19
119.1944,167.432,182.549,-15.117,-51,-18,192.568,177.363,15.205,50,19
119.2930,162.598,175.869,-13.271,-48,-18,197.402,184.395,13.008,52,17
119.3888,159.434,169.980,-10.547,-43,-17,200.566,190.371,10.195,44,16
119.4854,158.115,165.059,-6.943,-34,-16,201.885,195.381,6.504,35,15
119.5780,158.730,161.191,-2.461,-27,-14,201.270,198.984,2.285,25,14
119.6761,161.367,159.170,2.197,-10,-13,198.633,200.918,-2.285,11,13
119.7695,165.498,158.906,6.592,1,14,194.502,201.182,-6.680,0,-14
119.8641,170.947,159.697,11.250,12,18,189.053,199.863,-10.811,-14,-17
119.9596,177.275,163.564,13.711,34,18,182.725,196.260,-13.535,-31,-18
120.0561,183.779,168.398,15.381,38,19,176.221,191.162,-14.941,-41,-18
120.1517,190.020,174.375,15.645,48,19,169.980,185.186,-15.205,-47,-19
120.2523,195.645,181.055,14.590,51,18,164.355,178.418,-14.062,-48,-19
120.3475,199.424,187.471,11.953,47,17,160.576,172.354,-11.777,-47,-18
120.4429,201.533,193.271,8.262,42,14,158.467,166.816,-8.350,-39,-17
120.5370,201.797,197.402,4.395,29,15,158.203,162.422,-4.219,-29,-15
120.6352,199.951,200.127,-0.176,17,13,160.049,159.873,0.176,-15,-14
120.7271,196.611,201.006,-4.395,4,-1,163.389,159.346,4.043,0,-13
120.8196,191.777,200.742,-8.965,-3,-16,168.223,159.346,8.877,0,16
120.9148,185.801,198.457,-12.656,-22,-17,174.199,161.191,13.008,24,19
121.0101,179.385,194.150,-14.766,-36,-18,180.615,165.850,14.766,39,18
121.1034,173.057,188.613,-15.557,-43,-19,186.943,171.299,15.645,45,20
121.1969,167.344,182.461,-15.117,-48,-19,192.656,177.451,15.205,49,19
121.2899,162.686,176.221,-13.535,-48,-19,197.314,184.043,13.271,52,17
121.3839,159.521,170.332,-10.811,-44,-18,200.479,190.020,10.459,46,17
121.4837,158.115,165.146,-7.031,-35,-16,201.885,195.381,6.504,36,16
121.5837,158.818,160.928,-2.109,-26,-14,201.182,199.248,1.934,24,13
121.6744,161.279,159.170,2.109,-10,-13,198.721,200.918,-2.197,12,12
121.7652,165.234,158.994,6.240,1,13,194.766,201.094,-6.328,0,-15
121.8560,170.420,159.521,10.898,10,17,189.580,200.127,-10.547,-11,-17
121.9466,176.396,162.773,13.623,31,17,183.604,196.963,-13.359,-29,-17
122.0358,182.461,167.168,15.293,36,18,177.539,192.393,-14.854,-38,-19
122.1260,188.438,172.617,15.820,47,19,171.562,186.768,-15.205,-48,-19
122.2151,193.711,178.506,15.205,47,19,166.289,180.879,-14.590,-49,-18
122.3060,197.930,184.834,13.096,51,17,162.070,174.990,-12.920,-44,-18
122.3960,200.742,190.459,10.283,45,16,159.258,169.365,-10.107,-43,-18
122.4848,201.885,195.293,6.592,36,15,158.115,164.707,-6.592,-36,-15
122.5745,201.357,198.633,2.725,24,14,158.643,161.279,-2.637,-23,-15
122.6645,199.072,200.566,-1.494,13,13,160.928,159.434,1.494,-11,-14
122.7534,195.293,200.918,-5.625,-1,-13,164.707,159.170,5.537,-1,13
122.8422,190.371,200.479,-10.107,-6,-17,169.629,159.434,10.195,3,18
122.9309,184.658,197.842,-13.184,-26,-17,175.342,161.982,13.359,27,19
123.0228,178.506,193.359,-14.854,-38,-18,181.494,166.641,14.854,40,18
123.1143,172.354,187.910,-15.557,-44,-19,187.646,172.002,15.645,45,20
123.2102,166.553,181.494,-14.941,-48,-18,193.447,178.418,15.029,50,19
123.3006,162.246,175.430,-13.184,-47,-19,197.754,184.834,12.920,53,18
123.3936,159.258,169.717,-10.459,-43,-17,200.742,190.635,10.107,44,16
123.4853,158.115,165.059,-6.943,-35,-16,201.885,195.381,6.504,35,15
123.5779,158.730,161.104,-2.373,-27,-14,201.270,199.072,2.197,25,14
123.6736,161.279,159.170,2.109,-10,-13,198.721,200.918,-2.197,11,13
123.7695,165.498,158.994,6.504,2,13,194.502,201.094,-6.592,0,-14
123.8666,171.123,159.697,11.426,12,17,188.877,199.775,-10.898,-14,-17
123.9608,177.363,163.564,13.799,34,18,182.637,196.260,-13.623,-31,-18
124.0570,183.867,168.486,15.381,39,19,176.133,191.162,-15.029,-41,-19
124.1521,190.020,174.463,15.557,49,18,169.980,185.186,-15.205,-48,-19
124.2460,195.293,180.703,14.590,51,18,164.707,178.770,-14.062,-49,-17
124.3438,199.336,187.207,12.129,47,16,160.664,172.529,-11.865,-46,-18
124.4394,201.533,193.008,8.525,42,16,158.467,166.992,-8.525,-39,-17
124.5357,201.797,197.314,4.482,30,15,158.203,162.510,-4.307,-29,-16
124.6438,199.688,200.303,-0.615,16,13,160.312,159.697,0.615,-14,-14
124.7424,195.820,201.006,-5.186,1,-12,164.180,159.258,4.922,-1,0
124.8375,190.723,200.391,-9.668,-7,-16,169.277,159.434,9.844,3,17
124.9370,184.307,197.578,-13.271,-26,-18,175.693,162.158,13.535,28,19
125.0311,177.891,192.920,-15.029,-38,-19,182.109,166.992,15.117,39,19
125.1273,171.475,186.943,-15.469,-45,-19,188.525,172.881,15.645,46,19
125.2202,166.025,180.703,-14.678,-49,-18,193.975,179.121,14.854,52,19
125.3108,161.807,174.727,-12.920,-47,-18,198.193,185.537,12.656,51,17
125.4094,158.994,168.750,-9.756,-41,-17,201.006,191.602,9.404,43,15
125.5026,158.115,164.268,-6.152,-34,-15,201.885,196.260,5.625,34,15
125.5952,159.082,160.664,-1.582,-24,-14,200.918,199.512,1.406,21,14
125.6924,161.982,159.082,2.900,-6,-13,198.018,201.006,-2.988,8,13
125.7942,166.816,158.994,7.822,1,15,193.184,200.918,-7.734,-2,-15
125.8925,172.793,160.576,12.217,21,17,187.207,198.984,-11.777,-19,-17
125.9849,179.033,164.795,14.238,36,17,180.967,195.117,-14.150,-34,-18
126.0841,185.713,170.068,15.645,42,19,174.287,189.492,-15.205,-43,-18
126.1842,191.953,176.572,15.381,48,20,168.047,182.988,-14.941,-47,-17
126.2788,196.875,183.076,13.799,52,16,163.125,176.748,-13.623,-48,-18
126.3726,200.215,189.141,11.074,45,16,159.785,170.859,-11.074,-44,-17
126.4657,201.797,194.326,7.471,39,16,158.203,165.762,-7.559,-37,-17
126.5552,201.621,198.105,3.516,28,15,158.379,161.807,-3.428,-27,-15
126.6483,199.600,200.391,-0.791,15,13,160.400,159.609,0.791,-13,-14
126.7419,195.908,201.006,-5.098,1,-12,164.092,159.170,4.922,0,0
126.8358,190.811,200.479,-9.668,-6,-16,169.189,159.434,9.756,4,16
126.9270,184.922,197.930,-13.008,-24,-18,175.078,161.719,13.359,26,19
127.0185,178.770,193.623,-14.854,-37,-19,181.230,166.377,14.854,40,19
127.1104,172.529,188.086,-15.557,-44,-19,187.471,171.738,15.732,46,20
127.2019,166.992,181.934,-14.941,-49,-18,193.008,177.803,15.205,50,20
127.2932,162.510,175.781,-13.271,-48,-18,197.490,184.395,13.096,52,17
127.3992,159.170,169.277,-10.107,-42,-17,200.830,190.986,9.844,43,16
127.4924,158.115,164.707,-6.592,-34,-16,201.885,195.645,6.240,34,15
127.5828,158.818,161.016,-2.197,-26,-13,201.182,199.072,2.109,24,14
127.6741,161.279,159.170,2.109,-10,-13,198.721,200.918,-2.197,11,14
127.7682,165.410,158.906,6.504,2,13,194.590,201.094,-6.504,1,-14
127.8620,170.859,159.609,11.250,11,17,189.141,199.863,-10.723,-13,-17
127.9531,176.836,163.213,13.623,33,17,183.164,196.611,-13.447,-30,-18
128.0508,183.428,168.135,15.293,38,18,176.572,191.514,-14.941,-41,-20
128.1486,189.844,174.287,15.557,48,19,170.156,185.361,-15.205,-48,-19
128.2469,195.381,180.703,14.678,51,18,164.619,178.770,-14.150,-48,-18
128.3391,199.160,187.031,12.129,48,17,160.840,172.705,-11.865,-47,-19
128.4316,201.445,192.568,8.877,42,16,158.555,167.344,-8.789,-40,-16
128.5256,201.885,197.051,4.834,32,15,158.115,162.949,-4.834,-30,-16
128.6169,200.479,199.775,0.703,19,14,159.521,160.225,-0.703,-18,-15
128.7090,197.314,201.006,-3.691,7,12,162.686,159.170,3.516,-3,-13
128.8114,192.217,200.742,-8.525,-2,-16,167.783,159.258,8.525,2,15
128.9018,186.592,198.896,-12.305,-20,-17,173.408,160.840,12.568,20,19
128.9954,180.264,194.854,-14.590,-34,-18,179.736,165.146,14.590,37,19
129.0961,173.496,188.965,-15.469,-43,-19,186.504,170.947,15.557,46,20
129.1952,167.432,182.373,-14.941,-49,-18,192.568,177.451,15.117,49,20
129.2877,162.773,176.221,-13.447,-48,-19,197.227,184.043,13.184,53,17
129.3782,159.697,170.596,-10.898,-43,-17,200.303,189.756,10.547,45,17
129.4685,158.203,165.850,-7.646,-35,-16,201.797,194.590,7.207,38,15
129.5584,158.467,161.807,-3.340,-29,-14,201.533,198.457,3.076,28,14
129.6494,160.488,159.434,1.055,-14,-13,199.512,200.566,-1.055,15,14
129.7418,164.092,158.906,5.186,-1,13,195.908,201.182,-5.273,3,-12
129.8315,168.926,158.994,9.932,1,17,191.074,200.566,-9.492,-8,-16
129.9218,174.727,161.631,13.096,28,17,185.273,198.018,-12.744,-24,-18
130.0136,180.879,166.113,14.766,37,18,179.121,193.623,-14.502,-36,-18
130.1082,187.295,171.562,15.732,46,19,172.705,187.998,-15.293,-44,-18
130.2010,192.920,177.539,15.381,45,20,167.080,181.846,-14.766,-49,-19
130.2955,197.578,184.219,13.359,52,16,162.422,175.605,-13.184,-45,-19
130.3944,200.742,190.371,10.371,44,16,159.258,169.541,-10.283,-42,-18
130.4877,201.885,195.381,6.504,36,15,158.115,164.707,-6.592,-36,-16
130.5831,201.182,198.896,2.285,23,14,158.818,160.928,-2.109,-23,-16
130.6762,198.633,200.742,-2.109,11,12,161.367,159.346,2.021,-7,-13
130.7691,194.502,200.918,-6.416,-1,-15,165.498,159.258,6.240,1,13
130.8581,189.404,200.127,-10.723,-11,-17,170.596,159.609,10.986,5,19
130.9510,183.340,196.963,-13.623,-28,-18,176.660,162.773,13.887,31,19
131.0506,176.572,191.777,-15.205,-40,-18,183.428,168.135,15.293,40,19
131.1508,169.980,185.537,-15.557,-48,-19,190.020,174.287,15.732,47,20
131.2442,164.795,179.209,-14.414,-49,-18,195.205,180.879,14.326,53,18
131.3357,160.928,173.145,-12.217,-47,-17,199.072,187.119,11.953,49,16
131.4258,158.643,167.959,-9.316,-40,-16,201.357,192.480,8.877,42,16
131.5177,158.115,163.564,-5.449,-33,-14,201.885,196.963,4.922,33,14
131.6078,159.346,160.312,-0.967,-21,-14,200.654,199.863,0.791,20,14
131.7201,163.125,158.906,4.219,-4,-1,196.875,201.270,-4.395,5,-3
131.8150,167.959,158.994,8.965,0,16,192.041,200.918,-8.877,-4,-16
131.9079,173.760,160.928,12.832,25,17,186.240,198.633,-12.393,-22,-17
132.0003,180.000,165.410,14.590,37,18,180.000,194.326,-14.326,-36,-19
132.0919,186.240,170.508,15.732,44,19,173.760,189.053,-15.293,-43,-18
132.1817,191.865,176.309,15.557,48,20,168.135,183.252,-15.117,-47,-19
132.2709,196.436,182.373,14.062,52,18,163.564,177.100,-13.535,-50,-18
132.3790,200.391,189.492,10.898,46,16,159.609,170.420,-10.811,-43,-17
132.4692,201.797,194.414,7.383,37,15,158.203,165.674,-7.471,-34,-17
132.5598,201.533,198.105,3.428,28,14,158.467,161.807,-3.340,-27,-15
132.6496,199.512,200.391,-0.879,15,13,160.488,159.609,0.879,-13,-14
132.7420,195.908,201.006,-5.098,1,-12,164.092,159.258,4.834,0,8
132.8349,190.811,200.566,-9.756,-5,-16,169.189,159.346,9.844,2,17
132.9287,184.834,197.930,-13.096,-25,-17,175.166,161.807,13.359,27,19
133.0229,178.506,193.359,-14.854,-38,-19,181.494,166.641,14.854,40,19
133.1187,172.002,187.646,-15.645,-44,-19,187.998,172.354,15.645,46,21
133.2125,166.465,181.406,-14.941,-49,-19,193.535,178.594,14.941,51,19
133.3069,161.982,175.078,-13.096,-47,-18,198.018,185.361,12.656,52,17
133.4019,159.082,169.277,-10.195,-42,-17,200.918,191.162,9.756,43,16
